f0tc,phic,lnmc,q,ssym,santi,lambdat,mc,eta,m1,m2,dlambdat_fit,lambda1_fit,lambda2_fit,r1_fit,r2_fit
1.7278746479040097e-05,-0.28322027575602676,0.2839944801291471,0.6175227503109795,0.000677034826103407,0.012931506873424585,152.91469969243764,1.328425597994818,0.2360218264318385,1.9530597858478473,1.2060588504785357,56.11960526819393,19.75292869829687,659.2451231502004,11.076415776749645,11.181563957585983
-1.3709563503359492e-05,0.5438762973891819,0.28399377895748446,0.8778792285305363,0.00024135548371705055,0.005463788285063146,179.84936494363401,1.3284246665407595,0.24894273520631438,1.6293320436015977,1.430356757457052,20.656239318307637,112.59660901887982,276.35449745873325,11.564866787011171,11.559817372684007
4.0782104724685396e-05,-0.48502899792805176,0.28399326234563327,0.9233066157495858,5.448083972075438e-05,0.029855040278022632,146.44938209086004,1.3284239802610107,0.24960248020265705,1.5883230678723361,1.466509196514208,10.950180088530367,109.30615342294125,192.83725659869296,11.227592444314958,11.236205468082556
6.603664689224573e-05,-0.8577306816004191,0.28399366118719116,0.7281013536650288,0.00026952730260557095,0.0717269308708366,135.30485815168873,1.3284245100918062,0.2438110684592045,1.7928155852517562,1.3053514544935636,36.93258159273124,37.460166193484675,371.6735120056847,11.00165306255746,11.039502335099856
9.974120606822511e-06,-0.06071151606081653,0.28399339295727777,0.8579575264468253,0.00020180829489160933,-0.006983380612897984,160.39853206655013,1.3284241537686625,0.24853881603196595,1.6484069871754738,1.414263181294733,22.02638752211336,91.14325588417748,266.3866093735396,11.36549713470339,11.366677704902289
6.99073055057687e-06,-0.2900371235484055,0.2839948599425244,0.7167470487001107,0.0006141978149287983,0.02699271558455518,151.68396053537646,1.328426102548727,0.2431942455317707,1.8074201281153497,1.2954630425878524,42.24468047088821,40.30178284064742,432.29714993662384,11.194476120530535,11.218475095618789
-4.302598868896666e-05,0.28136450414311137,0.2839937047216684,0.7761920037647636,0.000409484634060647,-0.033194819418252856,171.04157774793723,1.328424567924074,0.2460307232024997,1.7348158538141945,1.346550193734919,36.89160812526046,65.75992671593295,383.5219939079561,11.448810037226009,11.44373231562563
1.727472878532308e-05,-0.1493680180843272,0.28399456657050953,0.6056081624269958,0.0007021048694075816,0.02773332707205512,157.67574583981676,1.3284257128257417,0.23491599352155548,1.9731048069518748,1.194928376413997,59.1632704831118,18.66398966555805,715.2242715788374,11.114251804150598,11.229440659788757
6.56303802725015e-05,-0.8265009621342555,0.2839933155250099,0.7885825554557835,0.00021797272367998007,-0.02216823504923019,136.17736980141527,1.3284240509057716,0.24650695914213913,1.720799331134174,1.3569923339723902,28.957236493055785,53.748964715882835,295.7935679075003,11.059825077769261,11.08037523855659
8.556430191332441e-05,-0.7617602507305354,0.28399405976208264,0.4826566265382567,0.0006306077243074982,0.054205925964227984,140.24124181685949,1.3284250395685666,0.2195619641558113,2.225164925863682,1.0739905966086145,63.45753431478506,4.831344568037191,1156.7129504645332,10.743585644215347,10.961306580889643
4.780899617936406e-05,-0.6222960482505409,0.2839929621226739,0.989609753760977,-0.00017103327503995952,0.0625421898523484,142.47045156442897,1.328423581437692,0.24999318201743825,1.5339520223890433,1.518013883157619,1.431591027913319,137.19137921294208,147.90565385145285,11.19293715151313,11.195234202107233
2.2023043442628298e-05,-0.3972947921181798,0.2839933908429747,0.9866542901936396,2.1956599353894756e-05,0.002106107618450071,148.7653359800434,1.3284241509599715,0.24998871819044902,1.53625113674742,1.5157487748867422,1.9007413347664974,141.7555615311159,156.04265348822284,11.261688500249694,11.26414683613427
2.0153882341111624e-05,0.028468714812362184,0.28399352574234477,0.9977498898935342,-3.832233098824704e-06,-0.0071284089662362465,163.58628585891032,1.3284243301635645,0.2499996828495598,1.5276787269700658,1.5242412816270308,0.34324412735203086,162.29083956037599,164.88987903809362,11.416758868291648,11.41706200692647
-1.4801256414439558e-05,0.4456236609701517,0.28399435525599387,0.7263494628975384,0.0005111357534004116,0.03774784000055588,176.96707488306205,1.3284254321101352,0.24371832894538115,1.7950458760875263,1.3038306079726152,46.456460021154676,51.775298173959314,480.39060295672107,11.481103377883201,11.481782382398936
-7.302872429213004e-06,-0.23548985363167946,0.2839945254125899,0.9909133969989483,0.0002858796722444578,-0.019133926762142293,151.62422641279096,1.328425658150504,0.24999479239088554,1.5329440675055812,1.519014813341331,1.3113690702208216,146.75260808930244,156.62136998372583,11.292780292331106,11.294389057098218
-1.8536483440680544e-05,0.26536162699756355,0.2839930408585473,0.9697524998121236,1.2173872549348966e-05,-0.023488459342487746,171.46914604433724,1.3284236860322869,0.2499410483908377,1.549609955780841,1.5027381283522305,4.819717075544554,153.86014544631607,190.64719539178404,11.492654828449739,11.494651496914043
7.887128299692632e-05,-1.3410737524108731,0.2839935177170281,0.88128526265574,0.0001587704936124164,-0.07401492648233068,118.57876642754701,1.3284243195025387,0.24900450295819046,1.6261396665365466,1.4330929231385814,14.5197927022135,72.76563064606056,183.79657581369543,10.876911295815308,10.90379591914813
