f0tc,phic,lnmc,q,ssym,santi,lambdat,mc,eta,m1,m2,dlambdat_fit,lambda1_fit,lambda2_fit,r1_fit,r2_fit
2.46365749607157e-05,-0.6988699180285665,0.12829596072997407,0.7462327413462885,-0.00022637039544948462,-0.0033603885836422653,442.6433982188438,1.1368894275352075,0.24472032813907907,1.515005024435501,1.1305463525379051,94.14709949426974,167.03119802686592,1056.757981928866,11.368931927261482,11.356780381037154
-4.0552331084290627e-05,0.43158249715807123,0.12829585325353288,0.7508807166210165,-1.8374696722876418e-05,-0.006018314831132952,476.593905947819,1.1368893053463842,0.24493893888982726,1.5101737680527174,1.133960361177685,98.4239920375023,185.45416625488693,1113.9146185232355,11.505250108223018,11.496727454008832
-6.862556062582e-05,1.174274268596443,0.12829308208309276,0.7675250440843636,0.0008454658523574191,-0.021711405083713657,506.059568824341,1.1368861548367128,0.24567524803518975,1.4932570013097348,1.1461121457595382,96.23533433230145,214.10019626710434,1107.5665845259064,11.617737330544296,11.608262475199435
0.0001108474860404883,-1.6675937706529176,0.12829773393275073,0.7332983903859326,-5.771245976338548e-05,0.0031141899104161837,410.802443119285,1.1368914434724844,0.24408105077012968,1.5287104192270844,1.1210008897854262,93.04792166083284,144.05903719949467,1034.8426729066357,11.232029387124959,11.219789008040708
3.149000792355902e-05,-0.4657764589442535,0.1282977094277023,0.7378948700952027,0.00013898549953739024,0.0004317267423526719,448.3620332734574,1.1368914156129049,0.2443135130324873,1.5237965741292512,1.1244016751186172,98.56784391188383,162.66870298567036,1104.8090229960835,11.391543895789667,11.38338421056318
-5.129130875326547e-05,1.4093719793023483,0.12829519881942966,0.7542482820232664,0.0005920166823060476,-0.012246272712783994,512.9069047652465,1.1368885613274946,0.24509373486321345,1.5067025076996265,1.13642777795259,103.39664067526213,204.3833123373758,1179.6077245111983,11.642663723891596,11.638820064010787
-5.4888548156366896e-05,0.2272674146364373,0.12829527257650136,0.7539260358090707,-0.00037268249888246767,-0.005930659391550388,470.01680647187806,1.136888645181069,0.2450790518375808,1.5070336135412084,1.1361918780881426,95.9602713277714,185.27483131887263,1086.5253334671079,11.479714585438328,11.46911386326241
2.7500743403468535e-05,-0.5286467412567769,0.1282973575814902,0.7408911164430341,-0.0001389730281962198,0.0003105817818128756,446.24748118424884,1.136891015602037,0.24446189230979257,1.520619389120596,1.1266133968904828,96.958358047,164.21425285023196,1087.1408876550288,11.383222367820954,11.37355455992397
-5.5147104136622223e-05,0.6590741946570534,0.12829667344747128,0.7454678871106563,0.00022792691348736457,-0.004260086462760787,484.74434015782356,1.1368902378164836,0.24468379832837256,1.5158057355421728,1.1299844989448382,102.23224335926527,184.15510072759653,1155.8410167935945,11.536383194736919,11.531252685560007
-3.7108865647179336e-05,0.8511868028094749,0.12829897298697188,0.7321412083720733,-0.0010629766817725813,0.011362167620649656,489.0377200166215,1.136892852143499,0.24402159638936716,1.5299572070652283,1.1201447183382987,108.8524375073441,174.27975811595803,1227.378535515043,11.551596813499733,11.55317055788442
-7.667995087251623e-05,1.6554019482067013,0.12829771362955825,0.7420787667048507,-3.9026892504436074e-05,-0.00013276060167295706,516.9715528876366,1.1368914203899587,0.24452002436604528,1.5193664890755558,1.1274896103858674,109.70268733602349,194.6288094447399,1245.2631389964572,11.656894357928124,11.658920566669163
-8.140961504188147e-05,1.0990149748843134,0.1282977483959141,0.7386414277146431,-0.00015622273568189084,0.0021769069444497234,497.87504291991223,1.136891459915531,0.24435071533026703,1.5230031854694417,1.1249532473290986,107.67969318620004,183.5651168444544,1217.3701720395106,11.585767385092595,11.585884847235217
