mc,q,lambdat
1.1975496227514821,0.7155635955194652,156.35648761286117
1.1975496227514821,0.7911141813999372,224.65660942429585
1.1975496227514821,0.8458843303770724,246.70205161304935
1.1975496227514821,0.8185696640900253,242.83923909397205
1.1975496227514821,0.9156569560627235,174.61251749506775
1.1975496227514821,0.9979252691394533,422.9085632956409
1.1975496227514821,0.7890735399005543,88.64651796907698
1.1975496227514821,0.8919135218552617,102.08418848234767
1.1975496227514821,0.7404737914226048,502.52926206009136
1.1975496227514821,0.7836232767579547,677.2858815578245
1.1975496227514821,0.9715237349813233,148.6632486944577
1.1975496227514821,0.8500464249788626,220.50493113221245
1.1975496227514821,0.9088196321853748,598.8163855099536
1.1975496227514821,0.7329884769632116,359.9786477167906
1.1975496227514821,0.9591704185154177,95.44163911585417
1.1975496227514821,0.6829319981190765,656.683644165918
1.1975496227514821,0.8281083512312782,115.28786166323103
1.1975496227514821,0.8880147389794216,184.16383762408358
1.1975496227514821,0.7824483608881696,216.17327449034158
1.1975496227514821,0.8982812951218566,601.3699220678508
1.1975496227514821,0.788329424631577,172.31916332159017
1.1975496227514821,0.8137813920076958,130.94422412320455
1.1975496227514821,0.8700508744543847,196.62762908091207
1.1975496227514821,0.6344259574158602,182.8822750012128
1.1975496227514821,0.6919025335678923,146.17135829423523
1.1975496227514821,0.9496206594373577,121.6627865845242
1.1975496227514821,0.7904083191631577,179.56983261718818
1.1975496227514821,0.9386529307621649,265.82515038491414
1.1975496227514821,0.7750885157439661,165.4920513732403
1.1975496227514821,0.9079903225837798,420.0230225112737
1.1975496227514821,0.8573606666489608,510.78810313940176
1.1975496227514821,0.9019098520805103,90.19210613242306
1.1975496227514821,0.886834866420159,273.5565394096198
1.1975496227514821,0.8406038987856874,220.95821151139728
1.1975496227514821,0.9562874278227878,193.03651140836865
1.1975496227514821,0.8597545154063317,260.7771399388108
1.1975496227514821,0.8765362449575369,345.2038084355564
1.1975496227514821,0.8209204522210392,232.04188827893282
1.1975496227514821,0.8435148300963781,473.1873065092966
1.1975496227514821,0.9367294736408271,246.41466671815337
1.1975496227514821,0.6951449281587679,144.1730659232611
1.1975496227514821,0.8591883009274432,143.3248808084354
1.1975496227514821,0.8323463801563838,257.0959299617315
1.1975496227514821,0.7800858655640269,355.6593275879244
1.1975496227514821,0.8080904976634581,166.86629147872833
1.1975496227514821,0.9024494284627382,206.27201973588654
1.1975496227514821,0.7627193708124937,270.03856767645186
1.1975496227514821,0.7446547404190288,289.1823829662946
1.1975496227514821,0.9003486817401427,318.7874521155442
1.1975496227514821,0.985991917109416,597.5481803910277
1.1975496227514821,0.8959458675836918,56.6564278003284
1.1975496227514821,0.7707518823224566,218.63216401577205
1.1975496227514821,0.7076597173338047,177.60518593861383
1.1975496227514821,0.7619062463709205,167.08959267109
1.1975496227514821,0.8991438192536861,233.97317139875412
1.1975496227514821,0.8706311340230355,208.72240785250756
1.1975496227514821,0.9432869276729698,281.2371706570903
1.1975496227514821,0.7943180920707236,514.891687265501
1.1975496227514821,0.8896462022142666,56.599722104392015
1.1975496227514821,0.7239748633943048,148.9322917035633
1.1975496227514821,0.7958104051825255,157.21804721376495
1.1975496227514821,0.9613082042605147,149.14795497054388
1.1975496227514821,0.8576131031439789,146.85064007897452
1.1975496227514821,0.8671380443978842,149.2468249191087
1.1975496227514821,0.9779567963279433,180.2278200828558
1.1975496227514821,0.9228941572017095,237.543500241808
1.1975496227514821,0.7976235085850396,172.87098345495173
1.1975496227514821,0.9676313081031449,481.6402456916563
1.1975496227514821,0.7946326171859599,120.580771553209
1.1975496227514821,0.7600329171229655,195.99742296265978
1.1975496227514821,0.85689936021843,404.79907547192215
1.1975496227514821,0.9017792721880572,280.9820191994417
1.1975496227514821,0.9592453614103227,360.97616949023853
1.1975496227514821,0.7532712523408581,103.32509561796435
1.1975496227514821,0.8782145282649212,560.0785758294139
1.1975496227514821,0.7242002064708251,67.8818942400029
1.1975496227514821,0.9739700019872821,84.47006557305866
1.1975496227514821,0.8245220277775805,139.51236512174918
1.1975496227514821,0.7710227498088992,257.84937014075285
1.1975496227514821,0.8733238019595131,108.34658707726096
1.1975496227514821,0.7047260656170145,143.07276754036855
1.1975496227514821,0.734633277270493,92.88413719822144
1.1975496227514821,0.8183911825059528,531.2772477964777
1.1975496227514821,0.6972480000275861,214.46814798327514
1.1975496227514821,0.7406345410814592,212.30804701751595
1.1975496227514821,0.825515615910144,345.15594194253464
1.1975496227514821,0.7418884413528947,106.81337259643102
1.1975496227514821,0.7263690712102558,220.11241225228125
1.1975496227514821,0.9753922005522146,156.50174083115996
1.1975496227514821,0.9079198634831899,844.9445931102538
1.1975496227514821,0.8192877943909949,144.3328573035424
1.1975496227514821,0.9686928920435749,193.7553272202802
1.1975496227514821,0.9663952255245569,339.9224487516146
1.1975496227514821,0.804015293813913,188.7838328324123
1.1975496227514821,0.8678797529508118,236.94760366659565
1.1975496227514821,0.9520111995260416,144.07123132872047
1.1975496227514821,0.798208639429413,192.19667074442913
1.1975496227514821,0.8706259892425985,236.4138074866776
1.1975496227514821,0.845027842113822,296.7443228430851
1.1975496227514821,0.832110628308486,183.04758823151147
1.1975496227514821,0.8503865463268762,239.64009614957948
1.1975496227514821,0.981084927672303,303.3561700868577
1.1975496227514821,0.9968710428679122,357.5079766943078
1.1975496227514821,0.7791733396504337,206.82802687330283
1.1975496227514821,0.7247851508826421,79.90239142002221
1.1975496227514821,0.745156296632092,202.7692404530262
1.1975496227514821,0.7725260394908537,199.23482391854563
1.1975496227514821,0.9701094295294013,282.867607659344
1.1975496227514821,0.7386421680976037,337.42486120997415
1.1975496227514821,0.7326959321887109,173.55400716475393
1.1975496227514821,0.9903719443301169,765.0584036051905
1.1975496227514821,0.7666326354710651,107.33052302262182
1.1975496227514821,0.8400440908025649,95.98082085466483
1.1975496227514821,0.7189459300746481,144.55540739830954
1.1975496227514821,0.8552340618919985,460.4033018817007
1.1975496227514821,0.8108823580921332,153.83260969926422
1.1975496227514821,0.8828299220983361,747.1027797045764
1.1975496227514821,0.9733885100429731,166.59173873847027
1.1975496227514821,0.8700116534940414,388.90714760973304
1.1975496227514821,0.7752272739431789,286.01048730229815
1.1975496227514821,0.9075005874519335,146.01942437350635
1.1975496227514821,0.7695185475799707,212.5944455899998
1.1975496227514821,0.7890647130982861,227.75206265834547
1.1975496227514821,0.8447858046637867,582.1888297560646
1.1975496227514821,0.8305758594204383,223.42388742419732
1.1975496227514821,0.8245812321598098,228.95531203664197
1.1975496227514821,0.9676393229416431,208.2315613863932
1.1975496227514821,0.8196212125684987,339.5371584128636
1.1975496227514821,0.7255341275339828,183.92381054826106
